ISZ|SIANo|SUNo|SumOfNoPiece|ChroTPer
Xyliatos|TS02|SU1643|7.00|HIS
Xyliatos|TS02|SU1643|4.00|ROM
Xyliatos|TS02|SU1644|5.00|HIS
Xyliatos|TS02|SU1644|1.00|HR
Xyliatos|TS02|SU1644|2.00|MM
Xyliatos|TS02|SU1645|5.00|HIS
Xyliatos|TS02|SU1645|1.00|HR
Xyliatos|TS02|SU1645|1.00|LR
Xyliatos|TS02|SU1645|1.00|MEDVOTT
Xyliatos|TS02|SU1645|3.00|MM
Xyliatos|TS02|SU1645|1.00|OTTMODII
Xyliatos|TS02|SU1645|1.00|PeB
Xyliatos|TS02|SU1646|1.00|GAC
Xyliatos|TS02|SU1646|3.00|HA
Xyliatos|TS02|SU1646|2.00|HEL
Xyliatos|TS02|SU1646|31.00|HIS
Xyliatos|TS02|SU1646|1.00|MED
Xyliatos|TS02|SU1646|10.00|RM
Xyliatos|TS02|SU1646|7.00|ROM
Xyliatos|TS02|SU1646|1.00|UN
Xyliatos|TS02|SU1647|3.00|ER
Xyliatos|TS02|SU1647|1.00|HA
Xyliatos|TS02|SU1647|78.00|HIS
Xyliatos|TS02|SU1647|17.00|LR
Xyliatos|TS02|SU1647|1.00|MED
Xyliatos|TS02|SU1647|1.00|MOD
Xyliatos|TS02|SU1647|2.00|OTTMODII
Xyliatos|TS02|SU1648|20.00|HIS
Xyliatos|TS02|SU1648|2.00|MM
Xyliatos|TS02|SU1648|2.00|OTTMODI
Xyliatos|TS02|SU1648|5.00|OTTMODII
Xyliatos|TS02|SU1648|13.00|RM
Xyliatos|TS02|SU1648|2.00|ROM
Xyliatos|TS02|SU1649|1.00|HA
Xyliatos|TS02|SU1649|17.00|HIS
Xyliatos|TS02|SU1649|2.00|HR
Xyliatos|TS02|SU1649|4.00|MM
Xyliatos|TS02|SU1649|2.00|OTTMODII
Xyliatos|TS02|SU1649|1.00|RM
Xyliatos|TS02|SU1649|1.00|ROM
Xyliatos|TS02|SU1650|20.00|HIS
Xyliatos|TS02|SU1650|6.00|HR
Xyliatos|TS02|SU1650|1.00|MM
Xyliatos|TS02|SU1650|2.00|OTTMODII
Xyliatos|TS02|SU1650|1.00|ROM
Xyliatos|TS02|SU1651|15.00|HIS
Xyliatos|TS02|SU1651|2.00|HR
Xyliatos|TS02|SU1651|1.00|MOD
Xyliatos|TS02|SU1651|5.00|OTTMODII
Xyliatos|TS02|SU1651|16.00|RM
Xyliatos|TS02|SU1651|8.00|ROM
Xyliatos|TS10|SU1652|9.00|HIS
Xyliatos|TS10|SU1652|1.00|MEDVOTT
Xyliatos|TS10|SU1652|2.00|MOD
Xyliatos|TS10|SU1652|3.00|ROM
Xyliatos|TS10|SU1653|3.00|HIS
Xyliatos|TS10|SU1653|1.00|HR
Xyliatos|TS10|SU1653|1.00|OTTMODII
Xyliatos|TS10|SU1654|1.00|HIS
Xyliatos|TS10|SU1654|4.00|MM
Xyliatos|TS10|SU1654|3.00|MOD
Xyliatos|TS10|SU1654|2.00|ROM
Xyliatos|TS10|SU1655|4.00|HIS
Xyliatos|TS10|SU1655|1.00|HR
Xyliatos|TS10|SU1655|3.00|MM
Xyliatos|TS10|SU1655|1.00|OTTMODII
Xyliatos|TS10|SU1655|2.00|ROM
Xyliatos|TS10|SU1656|4.00|HIS
Xyliatos|TS10|SU1656|5.00|MM
Xyliatos|TS10|SU1656|5.00|MOD
Xyliatos|TS10|SU1656|1.00|OTTMODII
Xyliatos|TS10|SU1657|4.00|HIS
Xyliatos|TS10|SU1657|4.00|MOD
Xyliatos|TS10|SU1657|1.00|OTTMODI
Xyliatos|TS10|SU1657|1.00|ROM
Xyliatos|TS10|SU1658|1.00|HIS
Xyliatos|TS10|SU1658|3.00|HR
Xyliatos|TS10|SU1658|1.00|LHER
Xyliatos|TS10|SU1658|3.00|MM
Xyliatos|TS10|SU1658|6.00|MOD
Xyliatos|TS10|SU1658|2.00|ROM
Xyliatos|TS10|SU1659|1.00|MOD
Xyliatos|TS10|SU1660|3.00|HIS
Xyliatos|TS10|SU1660|1.00|MM
Xyliatos|TS10|SU1660|1.00|MOD
Xyliatos|TS10|SU1661|11.00|HIS
Xyliatos|TS10|SU1661|2.00|MM
Xyliatos|TS10|SU1661|2.00|MOD
Xyliatos|TS10|SU1661|1.00|OTTMODII
Xyliatos|TS10|SU1662|4.00|HIS
Xyliatos|TS10|SU1662|1.00|MM
Xyliatos|TS10|SU1662|1.00|MOD
Xyliatos|TS10|SU1662|1.00|ROM
Xyliatos|TS10|SU1663|1.00|HA
Xyliatos|TS10|SU1663|6.00|HIS
Xyliatos|TS10|SU1663|1.00|MM
Xyliatos|TS10|SU1663|1.00|OTTMODII
Xyliatos|TS10|SU1664|9.00|HIS
Xyliatos|TS10|SU1664|1.00|MOD
Xyliatos|TS10|SU1664|3.00|OTTMODII
Xyliatos|TS10|SU1665|7.00|HIS
Xyliatos|TS10|SU1665|2.00|HR
Xyliatos|TS10|SU1666|10.00|HIS
Xyliatos|TS10|SU1666|5.00|MOD
Xyliatos|TS10|SU1666|1.00|OTTMODII
Xyliatos|TS10|SU1666|1.00|ROM
Xyliatos||SU1667|1.00|HEL
Xyliatos||SU1667|3.00|MM
Xyliatos||SU1667|1.00|MOD
Xyliatos||SU1668|1.00|OTTMODII
Xyliatos||SU1668|6.00|RM
Xyliatos||SU1669|1.00|HIS
Xyliatos||SU1669|2.00|MM
Xyliatos||SU1669|2.00|MOD
Xyliatos||SU1670|1.00|RM
Xyliatos||SU1671|1.00|MOD
Xyliatos||SU1671|1.00|RM
Xyliatos||SU1673|1.00|HIS
Xyliatos||SU1673|3.00|MM
Xyliatos|TS10|SU1676|2.00|HA
Xyliatos|TS10|SU1676|28.00|HIS
Xyliatos|TS10|SU1676|6.00|HR
Xyliatos|TS10|SU1676|2.00|RM
Xyliatos|TS10|SU1677|2.00|HIS
Xyliatos|TS10|SU1677|1.00|HR
Xyliatos|TS10|SU1677|1.00|LHER
Xyliatos|TS10|SU1677|1.00|OTTMODII
Xyliatos|TS10|SU1677|2.00|ROM
Xyliatos|TS10|SU1679|1.00|HIS
Xyliatos|TS10|SU1679|1.00|MED
Xyliatos|TS10|SU1679|1.00|MEDF
Xyliatos|TS10|SU1680|2.00|HA
Xyliatos|TS10|SU1680|6.00|HIS
Xyliatos|TS10|SU1680|1.00|HR
Xyliatos|TS10|SU1680|2.00|RM
Xyliatos|TS10|SU1682|1.00|HIS
Xyliatos|TS10|SU1683|1.00|HIS
Xyliatos|TS10|SU1683|2.00|RM
Xyliatos|TS10|SU1684|3.00|HA
Xyliatos|TS10|SU1684|2.00|LR
Xyliatos|TS10|SU1684|17.00|MM
Xyliatos|TS10|SU1684|10.00|OTTMODII
Xyliatos|TS10|SU1684|6.00|ROM
Xyliatos|TS10|SU1685|6.00|MM
Xyliatos|TS10|SU1685|1.00|RM
Xyliatos|TS10|SU1686|1.00|OTTMODI
Xyliatos|TS10|SU1687|2.00|HIS
Xyliatos|TS10|SU1687|2.00|MM
Xyliatos|TS10|SU1687|1.00|MOD
Xyliatos|TS10|SU1687|2.00|OTTMODII
Xyliatos|TS10|SU1687|2.00|ROM
Xyliatos|TS10|SU1688|1.00|HA
Xyliatos|TS10|SU1688|12.00|HIS
Xyliatos|TS10|SU1688|6.00|MM
Xyliatos|TS10|SU1688|2.00|MOD
Xyliatos|TS10|SU1688|1.00|OTTMODI
Xyliatos|TS10|SU1688|2.00|OTTMODII
Xyliatos|TS10|SU1688|1.00|RM
Xyliatos|TS10|SU1689|2.00|HA
Xyliatos|TS10|SU1689|6.00|MM
Xyliatos|TS10|SU1689|2.00|MOD
Xyliatos|TS10|SU1689|1.00|RM
Xyliatos|TS02|SU1690|1.00|ROM
Xyliatos|TS02|SU1692|1.00|HA
Xyliatos|TS02|SU1693|1.00|HA
Xyliatos|TS02|SU1693|6.00|HIS
Xyliatos|TS02|SU1693|1.00|LR
Xyliatos|TS02|SU1696|1.00|HIS
Xyliatos|TS02|SU1696|1.00|ROM
Xyliatos|TS02|SU1697|4.00|HA
Xyliatos|TS02|SU1697|6.00|HIS
Xyliatos|TS02|SU1697|2.00|MM
Xyliatos|TS02|SU1697|4.00|MOD
Xyliatos|TS02|SU1698|1.00|HIS
Xyliatos|TS02|SU1698|2.00|RM
Xyliatos|TS02|SU1699|33.00|HIS
Xyliatos|TS02|SU1699|3.00|HR
Xyliatos|TS02|SU1699|3.00|MM
Xyliatos|TS02|SU1700|17.00|HIS
Xyliatos|TS02|SU1700|4.00|MM
Xyliatos|TS02|SU1700|2.00|MOD
Xyliatos|TS02|SU1701|16.00|HA
Xyliatos|TS02|SU1701|2.00|HR
Xyliatos|TS02|SU1701|1.00|MM
Xyliatos|TS02|SU1701|1.00|MOD
Xyliatos|TS02|SU1701|2.00|OTTMODII
Xyliatos|TS02|SU1702|30.00|HIS
Xyliatos|TS02|SU1702|2.00|HR
Xyliatos|TS02|SU1702|1.00|MEDVOTT
Xyliatos|TS02|SU1702|2.00|MOD
Xyliatos|TS02|SU1703|1.00|HA
Xyliatos|TS02|SU1703|1.00|HR
Xyliatos|TS02|SU1703|3.00|MM
Xyliatos|TS02|SU1703|1.00|ROM
Xyliatos|TS02|SU1704|4.00|HIS
Xyliatos|TS02|SU1704|4.00|MOD
Xyliatos|TS02|SU1704|3.00|OTTMODII
Xyliatos|TS02|SU1705|16.00|HIS
Xyliatos|TS02|SU1705|2.00|MM
Xyliatos|TS02|SU1705|1.00|OTTMODI
Xyliatos|TS02|SU1705|2.00|OTTMODII
Xyliatos|TS02|SU1706|15.00|HIS
Xyliatos|TS02|SU1706|1.00|HR
Xyliatos|TS02|SU1706|2.00|MM
Xyliatos|TS02|SU1706|1.00|MOD
Xyliatos|TS02|SU1707|32.00|HIS
Xyliatos|TS02|SU1707|1.00|HR
Xyliatos|TS02|SU1707|3.00|ROM
Xyliatos|TS02|SU1708|4.00|HA
Xyliatos|TS02|SU1708|3.00|HIS
Xyliatos|TS02|SU1708|1.00|MEDB
Xyliatos|TS02|SU1708|3.00|ROM
Xyliatos|TS02|SU1709|2.00|GAC
Xyliatos|TS02|SU1709|2.00|HA
Xyliatos|TS02|SU1709|10.00|HIS
Xyliatos|TS02|SU1709|1.00|HR
Xyliatos|TS02|SU1709|2.00|UN
Xyliatos|TS02|SU1710|2.00|MM
Xyliatos|TS02|SU1710|11.00|MOD
Xyliatos|TS02|SU1710|1.00|OTTMODI
Xyliatos|TS02|SU1710|4.00|OTTMODII
Extensive||SU1908|1.00|HA
Extensive||SU1908|4.00|HIS
Extensive||SU1908|3.00|HR
Extensive||SU1908|4.00|MOD
Extensive||SU1908|1.00|OTTMODII
Extensive||SU1908|1.00|ROM
Extensive||SU1909|4.00|MM
Extensive||SU1909|1.00|RM
Extensive||SU1910|1.00|OTTMODII
Extensive||SU1911|1.00|HA
Extensive||SU1911|9.00|MM
Extensive||SU1911|1.00|OTTMODII
Atsas||SU1914|1.00|HA
Atsas||SU1914|1.00|HIS
Atsas||SU1914|1.00|MM
Atsas||SU1914|1.00|OTTMODII
Atsas||SU1915|4.00|GAC
Atsas||SU1915|9.00|HA
Atsas||SU1915|1.00|HEL
Atsas||SU1915|37.00|HIS
Atsas||SU1915|4.00|HR
Atsas||SU1915|1.00|LHER
Atsas||SU1915|2.00|LR
Atsas||SU1915|1.00|MOD
Atsas||SU1915|6.00|OTTMODII
Atsas||SU1915|1.00|PoB
Atsas||SU1915|1.00|RM
Atsas||SU1915|7.00|ROM
Atsas||SU1916|1.00|HA
Atsas||SU1916|18.00|HIS
Atsas||SU1916|1.00|MEDF
Atsas||SU1916|1.00|MM
Atsas||SU1916|2.00|OTTMODII
Atsas||SU1916|1.00|UN
Atsas||SU1917|3.00|HA
Atsas||SU1917|32.00|HIS
Atsas||SU1917|1.00|HR
Atsas||SU1917|2.00|LR
Atsas||SU1917|1.00|MEDF
Atsas||SU1917|2.00|ROM
Atsas||SU1917|1.00|UN
Atsas||SU1918|2.00|GAC
Atsas||SU1918|6.00|HA
Atsas||SU1918|1.00|HEL
Atsas||SU1918|40.00|HIS
Atsas||SU1918|2.00|HR
Atsas||SU1918|1.00|MM
Atsas||SU1918|2.00|MOD
Atsas||SU1918|2.00|OTTMODI
Atsas||SU1918|7.00|RM
Atsas||SU1919|1.00|HA
Atsas||SU1919|2.00|HIS
Atsas||SU1919|1.00|LR
Atsas||SU1919|5.00|MM
Atsas||SU1919|3.00|RM
Atsas||SU1920|1.00|GAC
Atsas||SU1920|5.00|HIS
Atsas||SU1920|4.00|MM
Atsas||SU1920|1.00|OTTMODII
Atsas||SU1920|2.00|RM
Karkotis|TS04|SU2001|1.00|MEDVOTT
Karkotis|TS04|SU2001|13.00|OTTMODI
Karkotis|TS04|SU2001|7.00|OTTMODII
Karkotis|TS04|SU2001|1.00|PeB
Karkotis|TS04|SU2002|5.00|HA
Karkotis|TS04|SU2002|1.00|HIS
Karkotis|TS04|SU2002|2.00|LR
Karkotis|TS04|SU2002|3.00|MEDF
Karkotis|TS04|SU2002|1.00|MEDVOTT
Karkotis|TS04|SU2002|4.00|MOD
Karkotis|TS04|SU2002|1.00|OTT
Karkotis|TS04|SU2002|6.00|OTTMODI
Karkotis|TS04|SU2002|28.00|OTTMODII
Karkotis|TS04|SU2002|1.00|PeB
Karkotis|TS04|SU2002|5.00|RM
Karkotis|TS04|SU2003|26.00|HA
Karkotis|TS04|SU2003|7.00|HIS
Karkotis|TS04|SU2003|8.00|HR
Karkotis|TS04|SU2003|1.00|MED
Karkotis|TS04|SU2003|1.00|MEDF
Karkotis|TS04|SU2003|2.00|MEDVOTT
Karkotis|TS04|SU2003|3.00|MM
Karkotis|TS04|SU2003|2.00|MOD
Karkotis|TS04|SU2003|1.00|MR
Karkotis|TS04|SU2003|14.00|OTTMODI
Karkotis|TS04|SU2003|11.00|OTTMODII
Karkotis|TS04|SU2003|2.00|PeB
Karkotis|TS04|SU2003|2.00|ROM
Karkotis|TS04|SU2004|17.00|HA
Karkotis|TS04|SU2004|2.00|HR
Karkotis|TS04|SU2004|3.00|LR
Karkotis|TS04|SU2004|3.00|MEDF
Karkotis|TS04|SU2004|3.00|MM
Karkotis|TS04|SU2004|4.00|MOD
Karkotis|TS04|SU2004|4.00|OTT
Karkotis|TS04|SU2004|18.00|OTTMODI
Karkotis|TS04|SU2004|15.00|OTTMODII
Karkotis|TS04|SU2004|12.00|RM
Karkotis|TS04|SU2005|5.00|HIS
Karkotis|TS04|SU2005|1.00|MED
Karkotis|TS04|SU2005|1.00|MEDF
Karkotis|TS04|SU2005|5.00|OTTMODI
Karkotis|TS04|SU2005|7.00|OTTMODII
Karkotis|TS04|SU2005|4.00|ROM
Karkotis|TS06|SU2006|6.00|CHAL
Karkotis|TS06|SU2006|2.00|LChPh
Karkotis|TS06|SU2006|2.00|PeB
Karkotis|TS04|SU2007|1.00|BA
Karkotis|TS04|SU2007|1.00|GAC
Karkotis|TS04|SU2007|27.00|HA
Karkotis|TS04|SU2007|5.00|HIS
Karkotis|TS04|SU2007|4.00|HR
Karkotis|TS04|SU2007|1.00|LHER
Karkotis|TS04|SU2007|1.00|LR
Karkotis|TS04|SU2007|1.00|MEDUI
Karkotis|TS04|SU2007|1.00|MEDUIII
Karkotis|TS04|SU2007|14.00|MM
Karkotis|TS04|SU2007|1.00|MOD
Karkotis|TS04|SU2007|9.00|OTTMODI
Karkotis|TS04|SU2007|13.00|OTTMODII
Karkotis|TS04|SU2007|3.00|RM
Karkotis|TS04|SU2007|2.00|ROM
Karkotis|TS04|SU2008|1.00|BYZ
Karkotis|TS04|SU2008|1.00|GAC
Karkotis|TS04|SU2008|7.00|HA
Karkotis|TS04|SU2008|2.00|HIS
Karkotis|TS04|SU2008|1.00|LHER
Karkotis|TS04|SU2008|1.00|LR
Karkotis|TS04|SU2008|1.00|MEDB
Karkotis|TS04|SU2008|10.00|MEDF
Karkotis|TS04|SU2008|2.00|MEDUI
Karkotis|TS04|SU2008|1.00|MEDUII
Karkotis|TS04|SU2008|11.00|MEDUIII
Karkotis|TS04|SU2008|3.00|MEDVOTT
Karkotis|TS04|SU2008|46.00|MM
Karkotis|TS04|SU2008|5.00|MOD
Karkotis|TS04|SU2008|6.00|OTTMODI
Karkotis|TS04|SU2008|18.00|OTTMODII
Karkotis|TS04|SU2008|2.00|ROM
Karkotis|TS04|SU2009|1.00|BYZ
Karkotis|TS04|SU2009|1.00|GAC
Karkotis|TS04|SU2009|11.00|HA
Karkotis|TS04|SU2009|1.00|HEL
Karkotis|TS04|SU2009|3.00|HR
Karkotis|TS04|SU2009|1.00|LR
Karkotis|TS04|SU2009|15.00|MEDF
Karkotis|TS04|SU2009|1.00|MEDUI
Karkotis|TS04|SU2009|67.00|MM
Karkotis|TS04|SU2009|3.00|MOD
Karkotis|TS04|SU2009|1.00|OTTMODI
Karkotis|TS04|SU2009|16.00|OTTMODII
Karkotis|TS04|SU2009|1.00|RM
Karkotis|TS04|SU2009|3.00|ROM
Karkotis|TS04|SU2010|8.00|HA
Karkotis|TS04|SU2010|3.00|HIS
Karkotis|TS04|SU2010|1.00|LR
Karkotis|TS04|SU2010|2.00|MED
Karkotis|TS04|SU2010|1.00|MEDB
Karkotis|TS04|SU2010|8.00|MEDF
Karkotis|TS04|SU2010|16.00|MEDUIII
Karkotis|TS04|SU2010|5.00|MEDVOTT
Karkotis|TS04|SU2010|42.00|MM
Karkotis|TS04|SU2010|4.00|MOD
Karkotis|TS04|SU2010|5.00|OTTMODI
Karkotis|TS04|SU2010|25.00|OTTMODII
Karkotis|TS04|SU2010|1.00|PeB
Karkotis|TS04|SU2010|1.00|ROM
Karkotis|TS04|SU2011|14.00|HIS
Karkotis|TS04|SU2011|1.00|HR
Karkotis|TS04|SU2011|1.00|LR
Karkotis|TS04|SU2011|3.00|MED
Karkotis|TS04|SU2011|1.00|MEDB
Karkotis|TS04|SU2011|5.00|MEDF
Karkotis|TS04|SU2011|2.00|MEDUI
Karkotis|TS04|SU2011|1.00|MEDUII
Karkotis|TS04|SU2011|1.00|MEDUIII
Karkotis|TS04|SU2011|31.00|MM
Karkotis|TS04|SU2011|6.00|MOD
Karkotis|TS04|SU2011|2.00|OTTMODI
Karkotis|TS04|SU2011|17.00|OTTMODII
Karkotis|TS04|SU2011|1.00|PeB
Karkotis|TS04|SU2011|2.00|ROM
Karkotis|TS06|SU2012|5.00|CHAL
Karkotis|TS06|SU2012|3.00|LChPh
Karkotis|TS06|SU2012|5.00|PeB
Karkotis|TS04|SU2013|11.00|HA
Karkotis|TS04|SU2013|1.00|HEL
Karkotis|TS04|SU2013|33.00|HIS
Karkotis|TS04|SU2013|3.00|HR
Karkotis|TS04|SU2013|3.00|LHER
Karkotis|TS04|SU2013|1.00|LR
Karkotis|TS04|SU2013|3.00|MEDF
Karkotis|TS04|SU2013|3.00|MEDVOTT
Karkotis|TS04|SU2013|4.00|MM
Karkotis|TS04|SU2013|1.00|MOD
Karkotis|TS04|SU2013|4.00|OTTMODI
Karkotis|TS04|SU2013|13.00|OTTMODII
Karkotis|TS04|SU2013|1.00|ROM
Karkotis|TS04|SU2014|6.00|HA
Karkotis|TS04|SU2014|12.00|HIS
Karkotis|TS04|SU2014|5.00|MEDF
Karkotis|TS04|SU2014|1.00|MEDUI
Karkotis|TS04|SU2014|22.00|MM
Karkotis|TS04|SU2014|1.00|MOD
Karkotis|TS04|SU2014|1.00|OTT
Karkotis|TS04|SU2014|6.00|OTTMODI
Karkotis|TS04|SU2014|12.00|OTTMODII
Karkotis|TS04|SU2014|1.00|PeB
Karkotis|TS04|SU2014|1.00|ROM
Karkotis|TS04|SU2015|1.00|GAC
Karkotis|TS04|SU2015|12.00|HA
Karkotis|TS04|SU2015|11.00|HIS
Karkotis|TS04|SU2015|7.00|HR
Karkotis|TS04|SU2015|2.00|MEDVOTT
Karkotis|TS04|SU2015|7.00|MM
Karkotis|TS04|SU2015|2.00|MOD
Karkotis|TS04|SU2015|5.00|OTTMODII
Karkotis|TS04|SU2015|1.00|PeB
Karkotis|TS04|SU2015|2.00|PoB
Karkotis|TS04|SU2015|3.00|RM
Karkotis|TS04|SU2015|1.00|ROM
Karkotis|TS04|SU2015|3.00|UN
Karkotis|TS04|SU2016|1.00|ER
Karkotis|TS04|SU2016|47.00|HA
Karkotis|TS04|SU2016|16.00|HR
Karkotis|TS04|SU2016|2.00|LR
Karkotis|TS04|SU2016|6.00|MEDF
Karkotis|TS04|SU2016|1.00|MEDUI
Karkotis|TS04|SU2016|1.00|MEDUIII
Karkotis|TS04|SU2016|10.00|MEDVOTT
Karkotis|TS04|SU2016|45.00|MM
Karkotis|TS04|SU2016|4.00|MOD
Karkotis|TS04|SU2016|1.00|MR
Karkotis|TS04|SU2016|2.00|OTT
Karkotis|TS04|SU2016|32.00|OTTMODII
Karkotis|TS04|SU2016|1.00|PoB
Karkotis|TS04|SU2016|1.00|RM
Karkotis|TS04|SU2016|1.00|ROM
Karkotis|TS04|SU2016|1.00|UN
Karkotis|TS04|SU2017|1.00|GAC
Karkotis|TS04|SU2017|21.00|HA
Karkotis|TS04|SU2017|2.00|HEL
Karkotis|TS04|SU2017|6.00|HIS
Karkotis|TS04|SU2017|6.00|HR
Karkotis|TS04|SU2017|1.00|LHER
Karkotis|TS04|SU2017|1.00|LR
Karkotis|TS04|SU2017|2.00|MEDB
Karkotis|TS04|SU2017|3.00|MEDF
Karkotis|TS04|SU2017|1.00|MEDUIII
Karkotis|TS04|SU2017|5.00|MEDVOTT
Karkotis|TS04|SU2017|15.00|MM
Karkotis|TS04|SU2017|6.00|MOD
Karkotis|TS04|SU2017|2.00|OTT
Karkotis|TS04|SU2017|1.00|OTTMODI
Karkotis|TS04|SU2017|23.00|OTTMODII
Karkotis|TS04|SU2017|2.00|ROM
Karkotis|TS04|SU2018|16.00|HA
Karkotis|TS04|SU2018|1.00|HEL
Karkotis|TS04|SU2018|6.00|HIS
Karkotis|TS04|SU2018|2.00|MEDB
Karkotis|TS04|SU2018|3.00|MEDF
Karkotis|TS04|SU2018|1.00|MEDUI
Karkotis|TS04|SU2018|1.00|MEDUIII
Karkotis|TS04|SU2018|10.00|MEDVOTT
Karkotis|TS04|SU2018|5.00|MM
Karkotis|TS04|SU2018|1.00|MOD
Karkotis|TS04|SU2018|19.00|OTTMODI
Karkotis|TS04|SU2018|27.00|OTTMODII
Karkotis|TS04|SU2018|2.00|ROM
Karkotis|TS04|SU2019|3.00|HIS
Karkotis|TS04|SU2019|2.00|MEDF
Karkotis|TS04|SU2019|3.00|MEDUI
Karkotis|TS04|SU2019|2.00|MEDVOTT
Karkotis|TS04|SU2019|20.00|MM
Karkotis|TS04|SU2019|5.00|OTTMODI
Karkotis|TS04|SU2019|19.00|OTTMODII
Karkotis|TS04|SU2019|18.00|RM
Karkotis|TS04|SU2020|23.00|HA
Karkotis|TS04|SU2020|1.00|HEL
Karkotis|TS04|SU2020|25.00|HIS
Karkotis|TS04|SU2020|3.00|LR
Karkotis|TS04|SU2020|10.00|MEDF
Karkotis|TS04|SU2020|1.00|MEDUII
Karkotis|TS04|SU2020|4.00|MEDUIII
Karkotis|TS04|SU2020|2.00|MEDVOTT
Karkotis|TS04|SU2020|2.00|MM
Karkotis|TS04|SU2020|1.00|MOD
Karkotis|TS04|SU2020|1.00|OTT
Karkotis|TS04|SU2020|1.00|OTTMODI
Karkotis|TS04|SU2020|20.00|OTTMODII
Karkotis|TS04|SU2020|1.00|RM
Karkotis|TS04|SU2021|1.00|ER
Karkotis|TS04|SU2021|3.00|HA
Karkotis|TS04|SU2021|16.00|HIS
Karkotis|TS04|SU2021|3.00|HR
Karkotis|TS04|SU2021|2.00|MED
Karkotis|TS04|SU2021|1.00|MEDB
Karkotis|TS04|SU2021|2.00|MEDF
Karkotis|TS04|SU2021|5.00|MM
Karkotis|TS04|SU2021|4.00|MOD
Karkotis|TS04|SU2021|8.00|OTTMODI
Karkotis|TS04|SU2021|15.00|OTTMODII
Karkotis|TS04|SU2022|10.00|HA
Karkotis|TS04|SU2022|23.00|HIS
Karkotis|TS04|SU2022|2.00|HR
Karkotis|TS04|SU2022|1.00|LR
Karkotis|TS04|SU2022|1.00|MEDB
Karkotis|TS04|SU2022|9.00|MEDF
Karkotis|TS04|SU2022|2.00|MEDUIII
Karkotis|TS04|SU2022|19.00|MM
Karkotis|TS04|SU2022|2.00|MOD
Karkotis|TS04|SU2022|2.00|OTTMODI
Karkotis|TS04|SU2022|9.00|OTTMODII
Karkotis||SU2023|4.00|HIS
Karkotis||SU2023|1.00|LR
Karkotis|TS07|SU2024|8.00|HA
Karkotis|TS07|SU2024|1.00|HIS
Karkotis|TS07|SU2024|6.00|HR
Karkotis|TS07|SU2024|1.00|LHER
Karkotis|TS07|SU2024|1.00|MED
Karkotis|TS07|SU2024|1.00|MEDUI
Karkotis|TS07|SU2024|1.00|MEDVOTT
Karkotis|TS07|SU2024|4.00|MM
Karkotis|TS07|SU2024|3.00|OTTMODII
Karkotis|TS07|SU2024|3.00|RM
Karkotis|TS07|SU2024|3.00|ROM
Karkotis||SU2025|14.00|HA
Karkotis||SU2025|15.00|HIS
Karkotis||SU2025|3.00|HR
Karkotis||SU2025|2.00|LHER
Karkotis||SU2025|3.00|OTTMODII
Karkotis|TS04|SU2026|3.00|HA
Karkotis|TS04|SU2026|1.00|MEDB
Karkotis|TS04|SU2026|1.00|MEDUI
Karkotis|TS04|SU2026|1.00|OTTMODII
Karkotis|TS04|SU2026|1.00|PoB
Karkotis|TS04|SU2026|4.00|RM
Karkotis||SU2027|1.00|GAC
Karkotis||SU2027|6.00|HA
Karkotis||SU2027|7.00|HIS
Karkotis||SU2027|4.00|HR
Karkotis||SU2027|1.00|MEDF
Karkotis||SU2027|5.00|MM
Karkotis||SU2027|3.00|MOD
Karkotis||SU2027|1.00|OTTMODI
Karkotis||SU2027|7.00|OTTMODII
Karkotis||SU2028|8.00|HA
Karkotis||SU2028|10.00|HIS
Karkotis||SU2028|1.00|HR
Karkotis||SU2028|1.00|MOD
Karkotis||SU2028|4.00|OTTMODII
Karkotis||SU2028|3.00|RM
Karkotis||SU2028|1.00|ROM
Karkotis||SU2029|16.00|CHAL
Karkotis||SU2029|4.00|HA
Karkotis||SU2029|6.00|HIS
Karkotis||SU2029|1.00|HR
Karkotis||SU2029|1.00|MEDUIII
Karkotis||SU2029|1.00|MM
Karkotis||SU2029|3.00|MOD
Karkotis||SU2029|1.00|OTT
Karkotis||SU2029|1.00|OTTMODII
Karkotis||SU2029|2.00|PeB
Karkotis||SU2029|1.00|UN
Karkotis||SU2030|11.00|CHAL
Karkotis||SU2030|2.00|HA
Karkotis||SU2030|2.00|HIS
Karkotis||SU2030|1.00|LHER
Karkotis||SU2030|1.00|MEDVOTT
Karkotis||SU2030|3.00|OTT
Karkotis||SU2030|1.00|OTTMODI
Karkotis||SU2030|3.00|OTTMODII
Karkotis||SU2030|4.00|PeB
Karkotis||SU2030|3.00|ROM
Karkotis||SU2031|6.00|CHAL
Karkotis||SU2031|8.00|HA
Karkotis||SU2031|7.00|HIS
Karkotis||SU2031|1.00|MOD
Karkotis||SU2031|3.00|OTTMODII
Karkotis||SU2031|1.00|PeB
Karkotis||SU2032|1.00|HA
Karkotis||SU2032|1.00|LR
Karkotis||SU2032|1.00|MM
Karkotis||SU2032|2.00|MOD
Karkotis||SU2032|2.00|OTTMODII
Karkotis||SU2033|10.00|HA
Karkotis||SU2033|1.00|MED
Karkotis||SU2033|5.00|MEDVOTT
Karkotis||SU2033|18.00|MM
Karkotis||SU2033|1.00|OTTMODII
Karkotis||SU2034|2.00|CHAL
Karkotis||SU2034|1.00|GAC
Karkotis||SU2034|9.00|HA
Karkotis||SU2034|9.00|HIS
